ⲇⲓⲁⲥⲧⲣⲟⲫⲏ	N	ⲇⲓⲁⲥⲧⲣⲟⲫⲏ
ⲇⲓⲁⲥⲱⲥⲟⲩ	V	ⲇⲓⲁⲥⲱⲥⲟⲩ
ⲇⲓⲁⲧⲁⲅⲏ	N	ⲇⲓⲁⲧⲁⲅⲏ
ⲇⲓⲁⲧⲁⲅⲙⲁ	N	ⲇⲓⲁⲧⲁⲅⲙⲁ
ⲇⲓⲁⲧⲁⲥⲥⲉ	V	ⲇⲓⲁⲧⲁⲥⲥⲉ
ⲇⲓⲁⲧⲉⲗⲉⲓ	V	ⲇⲓⲁⲧⲉⲗⲉⲓ
ⲇⲓⲁⲧⲟⲩⲧⲟ	CONJ	ⲇⲓⲁⲧⲟⲩⲧⲟ
ⲇⲓⲁⲧⲟⲭⲟⲥ	N	ⲇⲓⲁⲧⲟⲭⲟⲥ
ⲇⲓⲁⲧⲣⲓⲃⲉ	V	ⲇⲓⲁⲧⲣⲓⲃⲉ
ⲇⲓⲁⲫⲟⲣⲁ	N	ⲇⲓⲁⲫⲟⲣⲁ
ⲇⲓⲁⲯⲁⲗⲙⲁ	N	ⲇⲓⲁⲯⲁⲗⲙⲁ
ⲇⲓⲇⲁⲥⲕⲁⲗⲓⲁ	N	ⲇⲓⲇⲁⲥⲕⲁⲗⲓⲁ
ⲇⲓⲇⲁⲥⲕⲉⲓ	V	ⲇⲓⲇⲁⲥⲕⲉⲓ
ⲇⲓⲇⲁⲥⲕⲉ	V	ⲇⲓⲇⲁⲥⲕⲉ
ⲇⲓⲇⲓⲡⲗⲁ	N	ⲇⲓⲇⲓⲡⲗⲁ
ⲇⲓⲇⲣⲁⲭⲙⲟⲛ	N	ⲇⲓⲇⲣⲁⲭⲙⲟⲛ
ⲇⲓⲏⲅⲏⲙⲁ	N	ⲇⲓⲏⲅⲏⲙⲁ
ⲇⲓⲏⲅⲏⲥⲓⲥ	N	ⲇⲓⲏⲅⲏⲥⲓⲥ
ⲇⲓⲏⲕⲏⲥⲓⲥ	N	ⲇⲓⲏⲕⲏⲥⲓⲥ
ⲇⲓⲕⲁⲍⲉ	V	ⲇⲓⲕⲁⲍⲉ
ⲇⲓⲕⲁⲓⲟⲗⲟⲅⲓⲁ	N	ⲇⲓⲕⲁⲓⲟⲗⲟⲅⲓⲁ
ⲇⲓⲕⲁⲓⲟⲛ	N	ⲇⲓⲕⲁⲓⲟⲛ
ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	N	ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ
ⲇⲓⲕⲁⲓⲟⲥ	N	ⲇⲓⲕⲁⲓⲟⲥ
ⲇⲓⲕⲁⲓⲱⲙⲁ	N	ⲇⲓⲕⲁⲓⲱⲙⲁ
ⲇⲓⲕⲁⲓⲱⲥ	ADV	ⲇⲓⲕⲁⲓⲱⲥ
ⲇⲓⲕⲁⲥⲧⲏⲣⲓⲟⲛ	N	ⲇⲓⲕⲁⲥⲧⲏⲣⲓⲟⲛ
ⲇⲓⲕⲁⲥⲧⲏⲥ	N	ⲇⲓⲕⲁⲥⲧⲏⲥ
ⲇⲓⲕⲏ	N	ⲇⲓⲕⲏ
ⲇⲓⲙⲏⲧⲣⲓⲟⲥ	NPROP	ⲇⲓⲙⲏⲧⲣⲓⲟⲥ
ⲇⲓⲙⲓⲟⲩⲣⲅⲓⲁ	N	ⲇⲓⲙⲓⲟⲩⲣⲅⲓⲁ
ⲇⲓⲙⲟⲑⲉⲟⲥ	NPROP	ⲇⲓⲙⲟⲑⲉⲟⲥ
ⲇⲓⲙⲟⲧⲓⲥⲧⲏⲥ	N	ⲇⲓⲙⲟⲧⲓⲥⲧⲏⲥ
ⲇⲓⲙⲱⲣⲓⲧⲏⲥ	N	ⲇⲓⲙⲱⲣⲓⲧⲏⲥ
ⲇⲓⲛⲁ	N	ⲇⲓⲛⲁ
ⲇⲓⲟ̄ⲕⲗⲏϯⲁⲛⲟⲥ	NPROP	ⲇⲓⲟ̄ⲕⲗⲏϯⲁⲛⲟⲥ
ⲇⲓⲟⲅⲙⲟⲥ	N	ⲇⲓⲟⲅⲙⲟⲥ
ⲇⲓⲟⲓⲕⲉⲓ	V	ⲇⲓⲟⲓⲕⲉⲓ
ⲇⲓⲟⲓⲕⲏⲥⲓⲥ	N	ⲇⲓⲟⲓⲕⲏⲥⲓⲥ
ⲇⲓⲟⲓⲕⲏⲧⲏⲥ	N	ⲇⲓⲟⲓⲕⲏⲧⲏⲥ
ⲇⲓⲟⲓⲕⲏ	V	ⲇⲓⲟⲓⲕⲏ
ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ	NPROP	ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ
ⲇⲓⲟⲕⲗⲏⲧⲓⲁⲛⲟⲥ	NPROP	ⲇⲓⲟⲕⲗⲏⲧⲓⲁⲛⲟⲥ
ⲇⲓⲟⲛⲏⲥⲓⲟⲥ	NPROP	ⲇⲓⲟⲛⲏⲥⲓⲟⲥ
ⲇⲓⲟⲛⲩⲥⲓⲟⲥ	NPROP	ⲇⲓⲟⲛⲩⲥⲓⲟⲥ
ⲇⲓⲟⲣⲑⲟⲩ	V	ⲇⲓⲟⲣⲑⲟⲩ
ⲇⲓⲟⲥⲕⲟⲣⲟⲥ	NPROP	ⲇⲓⲟⲥⲕⲟⲣⲟⲥ
ⲇⲓⲟⲥⲙⲏ	N	ⲇⲓⲟⲥⲙⲏ
ⲇⲓⲡⲗⲁ	N	ⲇⲓⲡⲗⲁ
ⲇⲓⲡⲗⲟⲩⲛ	N	ⲇⲓⲡⲗⲟⲩⲛ
ⲇⲓⲡⲛⲉⲩⲉ	V	ⲇⲓⲡⲛⲉⲩⲉ
ⲇⲓⲡⲛⲟⲛ	N	ⲇⲓⲡⲛⲟⲛ
ⲇⲓⲥⲧⲁⲍⲉ	V	ⲇⲓⲥⲧⲁⲍⲉ
ⲇⲓⲥⲧⲓⲭⲟⲛ	N	ⲇⲓⲥⲧⲓⲭⲟⲛ
ⲇⲓⲧⲁⲥⲅⲁⲗⲟⲥ	N	ⲇⲓⲧⲁⲥⲅⲁⲗⲟⲥ
ⲇⲓⲱⲅⲙⲟⲥ	N	ⲇⲓⲱⲅⲙⲟⲥ
ⲇⲓⲱⲕⲉⲓ	V	ⲇⲓⲱⲕⲉⲓ
ⲇⲓⲱⲕⲉ	V	ⲇⲓⲱⲕⲉ
ⲇⲓⲱⲕⲧⲏⲥ	N	ⲇⲓⲱⲕⲧⲏⲥ
ⲇⲟϭⲓⲙⲁⲥⲧⲏⲥ	N	ⲇⲟϭⲓⲙⲁⲥⲧⲏⲥ
ⲇⲟϭⲓ	V	ⲇⲟϭⲓ
ⲇⲟⲅⲙⲁⲧⲓⲍⲉ	V	ⲇⲟⲅⲙⲁⲧⲓⲍⲉ
ⲇⲟⲅⲙⲁ	N	ⲇⲟⲅⲙⲁ
ⲇⲟⲇⲏⲥ	N	ⲇⲟⲇⲏⲥ
ⲇⲟⲕⲉⲓ	V	ⲇⲟⲕⲉⲓ
ⲇⲟⲕⲓⲙⲁⲍⲉ	V	ⲇⲟⲕⲓⲙⲁⲍⲉ
ⲇⲟⲕⲓⲙⲁⲥⲧⲏⲥ	N	ⲇⲟⲕⲓⲙⲁⲥⲧⲏⲥ
ⲇⲟⲕⲓⲙⲏ	N	ⲇⲟⲕⲓⲙⲏ
ⲇⲟⲕⲓⲙⲟⲛ	N	ⲇⲟⲕⲓⲙⲟⲛ
ⲇⲟⲕⲓⲙⲟⲥ	N	ⲇⲟⲕⲓⲙⲟⲥ
ⲇⲟⲗⲟⲥ	N	ⲇⲟⲗⲟⲥ
ⲇⲟⲙⲛⲟⲥ	NPROP	ⲇⲟⲙⲛⲟⲥ
ⲇⲟⲝⲟⲅⲉⲛⲏⲥ	N	ⲇⲟⲝⲟⲅⲉⲛⲏⲥ
ⲇⲟⲝⲟⲅⲉⲛⲓⲁ	N	ⲇⲟⲝⲟⲅⲉⲛⲓⲁ
ⲇⲟⲝⲟⲕⲣⲁⲧⲓⲁ	N	ⲇⲟⲝⲟⲕⲣⲁⲧⲓⲁ
ⲇⲟⲝⲟⲕⲣⲁⲧⲱⲣ	N	ⲇⲟⲝⲟⲕⲣⲁⲧⲱⲣ
ⲇⲟⲝⲟⲗⲟⲅⲓⲁ	N	ⲇⲟⲝⲟⲗⲟⲅⲓⲁ
ⲇⲟⲝⲟⲛ	N	ⲇⲟⲝⲟⲛ
ⲇⲟⲝⲟⲫⲁⲛⲏⲥ	N	ⲇⲟⲝⲟⲫⲁⲛⲏⲥ
ⲇⲟⲝⲟⲫⲁⲛⲓⲁ	N	ⲇⲟⲝⲟⲫⲁⲛⲓⲁ
ⲇⲟⲣⲕⲁⲥ	N	ⲇⲟⲣⲕⲁⲥ
ⲇⲟⲩⲗⲟⲥ	NPROP	ⲇⲟⲩⲗⲟⲥ
ⲇⲟⲩⲝ	N	ⲇⲟⲩⲝ
ⲇⲣⲁⲕⲱⲛ	N	ⲇⲣⲁⲕⲱⲛ
ⲇⲣⲓⲙⲙⲁ	N	ⲇⲣⲓⲙⲙⲁ
ⲇⲣⲟⲙⲉⲩⲥ	N	ⲇⲣⲟⲙⲉⲩⲥ
ⲇⲣⲟⲙⲟⲥ	N	ⲇⲣⲟⲙⲟⲥ
ⲇⲣⲩⲙⲟⲥ	N	ⲇⲣⲩⲙⲟⲥ
ⲇⲩⲁⲥ	N	ⲇⲩⲁⲥ
ⲇⲩⲙⲓⲟⲩⲣⲅⲟⲥ	N	ⲇⲩⲙⲓⲟⲩⲣⲅⲟⲥ
ⲇⲩⲙⲟⲥ	N	ⲇⲩⲙⲟⲥ
ⲇⲩⲙⲟⲧⲏⲥ	N	ⲇⲩⲙⲟⲧⲏⲥ
ⲇⲩⲛⲁⲙⲓⲥ	N	ⲇⲩⲛⲁⲙⲓⲥ
ⲇⲩⲛⲁⲥⲧⲏⲥ	N	ⲇⲩⲛⲁⲥⲧⲏⲥ
ⲇⲩⲛⲁⲧⲟⲥ	N	ⲇⲩⲛⲁⲧⲟⲥ
ⲇⲩⲣⲁⲛⲛⲉⲩⲉ	V	ⲇⲩⲣⲁⲛⲛⲉⲩⲉ
ⲇⲩⲣⲁⲛⲛⲟⲥ	N	ⲇⲩⲣⲁⲛⲛⲟⲥ
ⲇⲩⲣⲁⲛⲟⲥ	NPROP	ⲇⲩⲣⲁⲛⲟⲥ
ⲇⲩⲥⲕⲟⲗⲟⲛ	N	ⲇⲩⲥⲕⲟⲗⲟⲛ
ⲇⲱⲇⲉⲕⲁⲥ	N	ⲇⲱⲇⲉⲕⲁⲥ
ⲇⲱⲣⲉⲁⲥϯⲕⲟⲛ	N	ⲇⲱⲣⲉⲁⲥϯⲕⲟⲛ
ⲇⲱⲣⲉⲁ	N	ⲇⲱⲣⲉⲁ
ⲇⲱⲣⲓⲁ	N	ⲇⲱⲣⲓⲁ
ⲇⲱⲣⲓⲍⲉ	V	ⲇⲱⲣⲓⲍⲉ
ⲇⲱⲣⲟⲑⲉⲟⲥ	NPROP	ⲇⲱⲣⲟⲑⲉⲟⲥ
ⲇⲱⲣⲟⲛ	N	ⲇⲱⲣⲟⲛ
ⲉ̇ϥϫⲏⲕ	CPLXVCONV	ⲉ̇ϥϫⲏⲕ
ⲉϣϣⲉ	V	ϣϣⲉ
ⲉϣϣⲉ	V	ⲉϣϣⲉ
ⲉϣϩⲱⲡ	N	ⲉϣϩⲱⲡ
ⲉϣϫⲉϩⲣⲁⲓ	X	ⲉϣϫⲉϩⲣⲁⲓ
ⲉϣϫⲉⲁϩⲉⲛϣⲏⲣⲉ	CPLXAUXP	ⲉϣϫⲉⲁϩⲉⲛϣⲏⲣⲉ
ⲉϣϫⲉⲁⲕⲣⲡⲕⲉϫⲓ	CPLXAUXP	ⲉϣϫⲉⲁⲕⲣⲡⲕⲉϫⲓ
ⲉϣϫⲉⲁⲛⲅⲟⲩⲁⲡⲟⲥⲧⲟⲗⲟⲥ	CPLXN	ⲉϣϫⲉⲁⲛⲅⲟⲩⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ⲉϣϫⲉⲁⲛⲟⲕ	X	ⲉϣϫⲉⲁⲛⲟⲕ
ⲉϣϫⲉⲁⲛⲟⲛ	X	ⲉϣϫⲉⲁⲛⲟⲛ
ⲉϣϫⲉⲁⲧⲉⲧⲛⲣⲣⲣⲟ	CPLXAUXP	ⲉϣϫⲉⲁⲧⲉⲧⲛⲣⲣⲣⲟ
ⲉϣϫⲉⲉϩⲉ	X	ⲉϣϫⲉⲉϩⲉ
ⲉϣϫⲉⲉϩⲛⲁⲓ	XCONV	ⲉϣϫⲉⲉϩⲛⲁⲓ
ⲉϣϫⲉⲉⲓⲕⲏ	X	ⲉϣϫⲉⲉⲓⲕⲏ
ⲉϣϫⲉⲉⲧⲃⲉⲟⲩⲕⲧⲟ	CPLXV	ⲉϣϫⲉⲉⲧⲃⲉⲟⲩⲕⲧⲟ
ⲉϣϫⲉⲉⲩⲛⲁⲕⲣⲓⲛⲉ	CPLXVFUTCONV	ⲉϣϫⲉⲉⲩⲛⲁⲕⲣⲓⲛⲉ
ⲉϣϫⲉⲕⲁⲧⲁⲣⲱⲙⲉ	CPLXP	ⲉϣϫⲉⲕⲁⲧⲁⲣⲱⲙⲉ
ⲉϣϫⲉⲙⲡⲉⲓ	CPLXV	ⲉϣϫⲉⲙⲡⲉⲓ
ⲉϣϫⲉⲙⲡⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ	CPLXAUXP	ⲉϣϫⲉⲙⲡⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ
ⲉϣϫⲉⲛϥⲛⲁⲃⲱⲗ	CPLXVFUT	ⲉϣϫⲉⲛϥⲛⲁⲃⲱⲗ
ⲉϣϫⲉⲛϩⲛⲁⲓ	CPLXAUXP	ⲉϣϫⲉⲛϩⲛⲁⲓ
ⲉϣϫⲉⲛⲉⲧⲙⲟⲟⲩⲧ	CPLXVCONV	ⲉϣϫⲉⲛⲉⲧⲙⲟⲟⲩⲧ
ⲉϣϫⲉⲟⲩϣⲗⲟϥ	CPLXN	ⲉϣϫⲉⲟⲩϣⲗⲟϥ
ⲉϣϫⲉⲟⲩϩⲣⲉ	CPLXN	ⲉϣϫⲉⲟⲩϩⲣⲉ
ⲉϣϫⲉⲟⲩⲙⲉⲗⲟⲥ	CPLXN	ⲉϣϫⲉⲟⲩⲙⲉⲗⲟⲥ
ⲉϣϫⲉⲟⲩⲛϩⲉⲛⲕⲟⲟⲩⲉ	CPLXN	ⲉϣϫⲉⲟⲩⲛϩⲉⲛⲕⲟⲟⲩⲉ
ⲉϣϫⲉⲟⲩⲛϩⲟⲓⲛⲉ	CPLXN	ⲉϣϫⲉⲟⲩⲛϩⲟⲓⲛⲉ
ⲉϣϫⲉⲟⲩⲛⲟⲩⲁ	X	ⲉϣϫⲉⲟⲩⲛⲟⲩⲁ
ⲉϣϫⲉⲟⲩⲛⲥⲱⲙⲁ	CPLXN	ⲉϣϫⲉⲟⲩⲛⲥⲱⲙⲁ
ⲉϣϫⲉⲡⲁⲡⲓⲥⲧⲟⲥ	CPLXN	ⲉϣϫⲉⲡⲁⲡⲓⲥⲧⲟⲥ
ⲉϣϫⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ	CPLXN	ⲉϣϫⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ
ⲉϣϫⲉⲡⲥⲱⲙⲁ	CPLXN	ⲉϣϫⲉⲡⲥⲱⲙⲁ
ⲉϣϫⲉⲥⲛⲁϩⲃⲥϫⲱⲥ	CPLXVFUT	ⲉϣϫⲉⲥⲛⲁϩⲃⲥϫⲱⲥ
ⲉϣϫⲉⲧⲉⲧⲛⲁⲙⲁϩⲧⲉ	CPLXV	ⲉϣϫⲉⲧⲉⲧⲛⲁⲙⲁϩⲧⲉ
ⲉϣϫⲉ	CONJ	ⲉϣϫⲉ
ⲉϣⲁϥϣⲱⲡ	CPLXAUXPCONV	ⲉϣⲁϥϣⲱⲡ
ⲉϣⲁϥϫⲟⲟⲥ	CPLXAUXPCONV	ⲉϣⲁϥϫⲟⲟⲥ
ⲉϣⲁϥϫⲱⲕ	CPLXAUXP	ⲉϣⲁϥϫⲱⲕ
ⲉϣⲁϥϫⲱⲕ	CPLXAUXPCONV	ⲉϣⲁϥϫⲱⲕ
ⲉϣⲁϥⲁⲁⲥ	CPLXAUXPCONV	ⲉϣⲁϥⲁⲁⲥ
ⲉϣⲁϥⲃⲱⲕ	CPLXAUXPCONV	ⲉϣⲁϥⲃⲱⲕ
ⲉϣⲁϥⲙⲟⲩ	CPLXAUXPCONV	ⲉϣⲁϥⲙⲟⲩ
ⲉϣⲁϥⲣϩⲏⲕⲉ	CPLXAUXPCONV	ⲉϣⲁϥⲣϩⲏⲕⲉ
ⲉϣⲁϥⲣⲙⲁⲧⲟⲓ	CPLXAUXPCONV	ⲉϣⲁϥⲣⲙⲁⲧⲟⲓ
ⲉϣⲁϥⲧⲁⲁⲩ	CPLXAUXPCONV	ⲉϣⲁϥⲧⲁⲁⲩ
ⲉϣⲁϥⲧⲁⲕⲟ	CPLXAUXPCONV	ⲉϣⲁϥⲧⲁⲕⲟ
ⲉϣⲁϫⲉ	CPLXP	ⲉϣⲁϫⲉ
ⲉϣⲁϫⲉ	CPLXV	ⲉϣⲁϫⲉ
ⲉϣⲁⲁⲧϥ	CPLXVCONV	ⲉϣⲁⲁⲧϥ
ⲉϣⲁⲁⲧⲕ	CPLXV	ⲉϣⲁⲁⲧⲕ
ⲉϣⲁⲓⲣⲧϩⲉ	CPLXAUXPCONV	ⲉϣⲁⲓⲣⲧϩⲉ
ⲉϣⲁⲛⲃⲱⲕ	CPLXAUXPCONV	ⲉϣⲁⲛⲃⲱⲕ
ⲉϣⲁⲛⲡⲟϣϥ	CPLXAUXPCONV	ⲉϣⲁⲛⲡⲟϣϥ
ⲉϣⲁⲛⲥⲙⲟⲩ	CPLXAUXPCONV	ⲉϣⲁⲛⲥⲙⲟⲩ
ⲉϣⲁⲣϭⲟⲟⲗⲉ	CPLXVCONV	ⲉϣⲁⲣϭⲟⲟⲗⲉ
ⲉϣⲁⲣⲉϩⲁϩ	CPLXAUXPCONV	ⲉϣⲁⲣⲉϩⲁϩ
ⲉϣⲁⲣⲉϩⲉⲛⲛⲟⲃⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲉϩⲉⲛⲛⲟⲃⲉ
ⲉϣⲁⲣⲉϭⲟⲟⲗⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲉϭⲟⲟⲗⲉ
ⲉϣⲁⲣⲉⲙⲟⲣⲥ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲙⲟⲣⲥ
ⲉϣⲁⲣⲉⲛⲉⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲛⲉⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ
ⲉϣⲁⲣⲉⲛⲣⲱⲙⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲛⲣⲱⲙⲉ
ⲉϣⲁⲣⲉⲡⲡⲥⲁⲧⲁⲛⲁⲥ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲡⲡⲥⲁⲧⲁⲛⲁⲥ
ⲉϣⲁⲣⲉⲡⲣⲱⲙⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲡⲣⲱⲙⲉ
ⲉϣⲁⲣⲉⲡⲥⲁⲧⲁⲛⲁⲥ	CPLXV	ⲉϣⲁⲣⲉⲡⲥⲁⲧⲁⲛⲁⲥ
ⲉϣⲁⲣⲉⲧⲁϩⲥⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲧⲁϩⲥⲉ
ⲉϣⲁⲣⲉⲧⲁⲁⲩ	CPLXAUXPCONV	ⲉϣⲁⲣⲉⲧⲁⲁⲩ
ⲉϣⲁⲣⲉ	V	ⲉϣⲁⲣⲉ
ⲉϣⲁⲣⲙⲟⲣⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲙⲟⲣⲉ
ⲉϣⲁⲣⲧⲁϩⲥⲉ	CPLXAUXPCONV	ⲉϣⲁⲣⲧⲁϩⲥⲉ
ⲉϣⲁⲣⲧⲁⲁⲩ	CPLXAUXPCONV	ⲉϣⲁⲣⲧⲁⲁⲩ
ⲉϣⲁⲥϫⲓⲙⲟⲉⲓⲧ	CPLXAUXPCONV	ⲉϣⲁⲥϫⲓⲙⲟⲉⲓⲧ
ⲉϣⲁⲥϫⲓⲧⲟⲩ	CPLXAUXPCONV	ⲉϣⲁⲥϫⲓⲧⲟⲩ
ⲉϣⲁⲥⲉⲓ	CPLXAUXPCONV	ⲉϣⲁⲥⲉⲓ
ⲉϣⲁⲧⲉⲧⲛϣⲁⲧⲟⲩ	CPLXAUXPCONV	ⲉϣⲁⲧⲉⲧⲛϣⲁⲧⲟⲩ
ⲉϣⲁⲧⲉⲧⲛϣⲱⲱⲧ	CPLXAUXPCONV	ⲉϣⲁⲧⲉⲧⲛϣⲱⲱⲧ
ⲉϣⲁⲧⲉⲧⲛϯ	CPLXAUXPCONV	ⲉϣⲁⲧⲉⲧⲛϯ
ⲉϣⲁⲧⲉⲧⲛⲡⲱⲧ	CPLXAUXPCONV	ⲉϣⲁⲧⲉⲧⲛⲡⲱⲧ
ⲉϣⲁⲧⲉⲧⲛⲥⲟⲟⲩϩⲟⲩ	CPLXAUXPCONV	ⲉϣⲁⲧⲉⲧⲛⲥⲟⲟⲩϩⲟⲩ
ⲉϣⲁⲩϩⲉⲣⲙⲏⲛⲉⲩⲉ	CPLXAUXPCONV	ⲉϣⲁⲩϩⲉⲣⲙⲏⲛⲉⲩⲉ
ⲉϣⲁⲩϫⲉⲡϣⲁϫⲉ	CPLXAUXPCONV	ⲉϣⲁⲩϫⲉⲡϣⲁϫⲉ
ⲉϣⲁⲩⲁⲁϥ	CPLXAUXPCONV	ⲉϣⲁⲩⲁⲁϥ
ⲉϣⲁⲩⲁⲙⲁϩⲧⲉ	CPLXAUXPCONV	ⲉϣⲁⲩⲁⲙⲁϩⲧⲉ
ⲉϣⲁⲩⲙⲟⲩⲧⲉ	CPLXAUXPCONV	ⲉϣⲁⲩⲙⲟⲩⲧⲉ
ⲉϣⲁⲩⲛⲉϫⲏⲣⲡ	CPLXAUXPCONV	ⲉϣⲁⲩⲛⲉϫⲏⲣⲡ
ⲉϣⲁⲩⲡⲱϣ	CPLXAUXPCONV	ⲉϣⲁⲩⲡⲱϣ
ⲉϣⲁⲩⲥⲩⲣⲁ	CPLXAUXPCONV	ⲉϣⲁⲩⲥⲩⲣⲁ
ⲉϣⲁⲩⲥⲩⲣⲉ	CPLXAUXPCONV	ⲉϣⲁⲩⲥⲩⲣⲉ
ⲉϣⲁⲩⲥⲱⲧⲙ	CPLXAUXPCONV	ⲉϣⲁⲩⲥⲱⲧⲙ
ⲉϣⲁⲩ	N	ⲉϣⲁⲩ
ⲉϣⲉⲅⲕⲣⲁⲧⲉⲩⲉ	V	ⲉϣⲉⲅⲕⲣⲁⲧⲉⲩⲉ
ⲉϣⲉ	CPLXP	ⲉϣⲉ
ⲉϣⲏⲣⲉ	CPLXP	ⲉϣⲏⲣⲉ
ⲉϣⲏⲧ	CPLXP	ⲉϣⲏⲧ
ⲉϣⲓⲏⲧ	CPLXP	ⲉϣⲓⲏⲧ
ⲉϣⲗⲏⲗ	CPLXV	ⲉϣⲗⲏⲗ
ⲉϣⲗⲏⲗ	CPLXVCONV	ⲉϣⲗⲏⲗ
ⲉϣⲗⲟⲩⲗⲁⲓ	CPLXP	ⲉϣⲗⲟⲩⲗⲁⲓ
ⲉϣⲗⲟⲩⲗⲁⲓ	V	ⲉϣⲗⲟⲩⲗⲁⲓ
ⲉϣⲙⲧϣⲉ	XCONV	ⲉϣⲙⲧϣⲉ
ⲉϣⲡϩⲓⲥⲉ	CPLXV	ⲉϣⲡϩⲓⲥⲉ
ⲉϣⲧ	V	ⲉⲓϣⲉ
ⲉϣⲱⲡⲉϭⲉ	X	ⲉϣⲱⲡⲉϭⲉ
ⲉϣⲱⲡⲉ	CONJ	ⲉϣⲱⲡⲉ
ⲉϣⲱⲡⲉ	CPLXV	ⲉϣⲱⲡⲉ
ⲉϣⲱⲡⲉ	CPLXVCONV	ⲉϣⲱⲡⲉ
ⲉϣⲱⲱⲧ	CPLXVCONV	ⲉϣⲱⲱⲧ
ⲉϣⲱ	N	ⲉϣⲱ
ⲉϣ	V	ϣ
ⲉϥϣⲁϫⲉ	CPLXVCONV	ⲉϥϣⲁϫⲉ
ⲉϥϣⲁⲛϩⲉ	CPLXAUXP	ⲉϥϣⲁⲛϩⲉ
ⲉϥϣⲁⲛϫⲟⲟⲥ	CPLXAUXP	ⲉϥϣⲁⲛϫⲟⲟⲥ
ⲉϥϣⲁⲛϭⲱⲗⲡ	CPLXAUXP	ⲉϥϣⲁⲛϭⲱⲗⲡ
ⲉϥϣⲁⲛϯ	CPLXAUXP	ⲉϥϣⲁⲛϯ
ⲉϥϣⲁⲛⲉⲓⲃⲉ	CPLXAUXPCONV	ⲉϥϣⲁⲛⲉⲓⲃⲉ
ⲉϥϣⲁⲛⲉⲓ	CPLXAUXP	ⲉϥϣⲁⲛⲉⲓ
ⲉϥϣⲁⲛⲉⲛⲛϫⲏ	CPLXAUXP	ⲉϥϣⲁⲛⲉⲛⲛϫⲏ
ⲉϥϣⲁⲛⲉⲣⲏⲧ	CPLXAUXP	ⲉϥϣⲁⲛⲉⲣⲏⲧ
ⲉϥϣⲁⲛⲙⲟⲩ	CPLXAUXP	ⲉϥϣⲁⲛⲙⲟⲩ
ⲉϥϣⲁⲛⲛⲁⲩ	CPLXAUXP	ⲉϥϣⲁⲛⲛⲁⲩ
ⲉϥϣⲁⲛⲛⲟⲩϫⲉ	CPLXVCONV	ⲉϥϣⲁⲛⲛⲟⲩϫⲉ
ⲉϥϣⲁⲛⲛ	CPLXAUXP	ⲉϥϣⲁⲛⲛ
ⲉϥϣⲁⲛⲟⲩⲉϩϥⲱ	CPLXAUXP	ⲉϥϣⲁⲛⲟⲩⲉϩϥⲱ
ⲉϥϣⲁⲛⲟⲩⲱⲥϥ	CPLXAUXP	ⲉϥϣⲁⲛⲟⲩⲱⲥϥ
ⲉϥϣⲁⲛⲣⲛⲟⲃⲉ	CPLXAUXPCONV	ⲉϥϣⲁⲛⲣⲛⲟⲃⲉ
ⲉϥϣⲁⲛⲣⲥⲧ	CPLXAUXP	ⲉϥϣⲁⲛⲣⲥⲧ
ⲉϥϣⲁⲛⲥⲉⲕⲙⲟⲟⲩ	CPLXAUXP	ⲉϥϣⲁⲛⲥⲉⲕⲙⲟⲟⲩ
ⲉϥϣⲁⲛⲥⲱⲧⲙ	CPLXAUXP	ⲉϥϣⲁⲛⲥⲱⲧⲙ
ⲉϥϣⲁⲛⲧⲙⲉⲣⲏⲧⲥⲉ	CPLXAUXP	ⲉϥϣⲁⲛⲧⲙⲉⲣⲏⲧⲥⲉ
ⲉϥϣⲁⲛⲧⲙⲉⲣⲏⲧ	CPLXAUXP	ⲉϥϣⲁⲛⲧⲙⲉⲣⲏⲧ
ⲉϥϣⲁⲛⲧⲙⲟⲩⲁϩⲙⲉϥ	CPLXAUXPCONV	ⲉϥϣⲁⲛⲧⲙⲟⲩⲁϩⲙⲉϥ
ⲉϥϣⲁⲛⲧⲙⲣϩⲛⲁϥ	CPLXAUXPCONV	ⲉϥϣⲁⲛⲧⲙⲣϩⲛⲁϥ
